ref;ano;artigo
342;2019;Butakka, C. M. D. M., Dos Santos Novais Siqueira, L., Rodrigues, F. A. C., Miyazaki, R. D., Mariotto, S., De Miranda Cerqueira, L. L., & Bittencourt, W. S. (2019). Investigation of isoenzyme ?-esterase in Aedes aegypti from two municipalities of Mato Grosso. Mundo Da Saude, 43(4), 976–995. https://doi.org/10.15343/0104-7809.20194304976995
343;2019;Nilsson, L. K. J., de Oliveira, M. R., Marinotti, O., Rocha, E. M., Håkansson, S., Tadei, W. P., de Souza, A. Q. L., & Terenius, O. (2019). Characterization of Bacterial Communities in Breeding Waters of Anopheles darlingi in Manaus in the Amazon Basin Malaria-Endemic Area. Microbial Ecology, 78(4), 781–791. https://doi.org/10.1007/s00248-019-01369-9
344;2020;Silva-Inacio, C. L., de Paiva, A. A. P., de Araújo, J. M. G., & Ximenes, M. de F. F. de M. (2020). Ecological relationships of Haemagogus spegazzinii (Diptera: Culicidae) in a semiarid area of Brazil. Revista Da Sociedade Brasileira de Medicina Tropical, 53(September), 1–8. https://doi.org/10.1590/0037-8682-0502-2020
345;2018;Brilhante, A. F., Fernandes, A., Souza, J. F., De Paula, M. B., Melchior, L. A. K., Cardoso, C. O., Galati, E. A. B., Marreli, M. T., & Lima-Camara, T. N. (2018). Entomological Survey of the Mosquitoes in an Area of Ecological Tourism in the Brazilian Amazon Basin. Journal of the American Mosquito Control Association, 34(1), 42–46. https://doi.org/10.2987/17-6698.1
346;2018;Buery, J. C., Rezende, H. R., Natal, L., Da Silva, L. S., De Menezes, R. M. T., Fux, B., Malafronte, R. dos S., Falqueto, A., & Cerutti Junior, C. (2018). Ecological characterisation and infection of anophelines (Diptera: Culicidae) of the atlantic forest in the southeast of Brazil over a 10 year period: Has the behaviour of the autochthonous malaria vector changed? Memorias Do Instituto Oswaldo Cruz, 113(2), 111–118. https://doi.org/10.1590/0074-02760170225
347;2018;Moraes, A., Cortelli, F. C., Miranda, T. B., Aquino, D. R., Cortelli, J. R., Guimarães, M. I. A., Costa, F. O., & Cortelli, S. C. (2018). Transovarial transmission of dengue 1 virus in Aedes aegypti larvae: Real-time PCR analysis in a Brazilian city with high mosquito population density. Canadian Journal of Microbiology, 64(6), 393–400. https://doi.org/10.1139/cjm-2017-0614
348;2018;Costa-Neta, B. M., Lima-Neto, A. R., da Silva, A. A., Brito, J. M., Aguiar, J. V. C., Ponte, I. S., & Silva, F. S. (2018). Centers for Disease Control-type light traps equipped with high-intensity light-emitting diodes as light sources for monitoring Anopheles mosquitoes. Acta Tropica, 183(April), 61–63. https://doi.org/10.1016/j.actatropica.2018.04.013
349;2005;Gomes, A. de C., Souza, J. M. P. de, Bergamaschi, D. P., Santos, J. L. F. dos, Andrade, V. R., Leite, O. F., Rangel, O., Souza, S. S. L. de, Guimarães, N. S. N., & Lima, V. L. C. de. (2005). Atividade antropofílica de Aedes aegypti e Aedes albopictus em área sob controle e vigilância. Revista de Saúde Pública, 39(2), 206–210. https://doi.org/10.1590/s0034-89102005000200010
350;2006;Honório, N. A., Cabello, P. H., Codeço, C. T., & Lourenço-De-Oliveira, R. (2006). Preliminary data on the performance of Aedes aegypti and Aedes albopictus immatures developing in water-filled tires in Rio de Janeiro. Memorias Do Instituto Oswaldo Cruz, 101(2), 225–228. https://doi.org/10.1590/S0074-02762006000200017
351;2006;Bona, A., & Navarro-Silva, M. A. M. (2006). Anopheles cruzii parity in dense rain forest in Southern Brazil. Revista de Saúde Pública, 40(6), 1118–1123. http://www.scielo.br/scielo.php?pid=S0034-89102006000700023&script=sci_arttext
352;1999;Ahid, S. M., & Lourenço-de-Oliveira, R. (1999). Mosquitos vetores potenciais de dirofilariose canina na Região Nordeste do Brasil. Revista de Saúde Pública, 33(6), 560–565. https://doi.org/10.1590/s0034-89101999000600007
353;1995;Albuquerque Motta, M., & de Oliveira, L. (1995). Wyeomyia luteoventralis Theobald, the species of the subgenus Dendromya Theobald (Diptera: Culicidae). In Memórias do Instituto Oswaldo Cruz (Vol. 90, Issue 3, pp. 375–385).
354;2021;Da Silva, A. M., Swirderski, A., Ferreira, A. C., Massafera, R., Fagundes, V. A., & Santos, D. R. dos. (2021). Primeiro registro da ocorrência de Culex (Melanoconion) pereyrai Duret , 1967 ( Diptera?: Culicidae) no Paraná , sul do Brasil. Acta Biológica Paranaense, 50(1), 19–25.
355;2017;LEAL-SANTOS, F. A. et al. Species composition and fauna distribution of mosquitoes (Diptera: Culicidae) and its importance for vector-borne diseases in a rural area of Central Western - Mato Grosso, Brazil. EntomoBrasilis, v. 10, n. 2, p. 94–105, 2017.
356;2020;HENDY, A. et al. The vertical stratification of potential bridge vectors of mosquito-borne viruses in a central Amazonian forest bordering Manaus, Brazil. Scientific Reports, v. 10, n. 1, p. 1–13, 2020.
